content,score,cleaned,label
hai teman2..waspada y..jangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipu..dan toko2 tersebut dilindungi oleh tokopedia itu sendiri..atau bahkan tokopedia itu satu komplotan dengan toko toko penipu..waspada..karena aku sudah menjadi korbannya..boikot tokopedia..jangan sampai makan korban penipuam lebih banyak lagi..,1,hai teman waspada y bertransaksi tokopedia toko disana toko penipu toko dilindungi tokopedia tokopedia komplotan toko toko penipu waspada korbannya boikot tokopedia makan korban penipuam,negatif
kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini,1,kalo barang bermasalah toko bermasalah toko pedia membantu mohon pengguna pake aplikasi,negatif
bagus untuk berjualan,5,bagus berjualan,positif
mantap lah,5,mantap,positif
kenapa di redmi 10c tidak competible? tolong diperbaiki,5,redmi c competible tolong diperbaiki,positif
"mantap,dpt d percaya",5,mantap dpt d percaya,positif
"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi..",1,tokopedia udah bagus utk expedisi yg bermasalah msh rekomendasikan buyer cs nya pum bot yg manusia kendala teratasi,negatif
"tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai, bagus shopee👍",1,tokopedia pengiriman lelet tanggal estimasi paket bagus shopee,negatif
saya suka banget,5,suka banget,positif
tidak bisa cod,1,cod,negatif
Baik pelayanannya,5,pelayanannya,positif
ok,5,ok,positif
Ongkirnya lebih mahal jauh daripada shopee,1,ongkirnya mahal shopee,negatif
baik saja coba,5,coba,positif
oke mantap,5,oke mantap,positif
"SMLM 2X proses ORDER GAGAL TRUS, HARI INI BARU BISA",3,smlm x proses order gagal trus,netral
"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah",1,parah toped expedisi g yg beres ga expedisi jg penjual dicekik abis korupsi ongkir jnt dilabel ny diaplikasi dikomplain diabaikan semenjak gabung tiktok penjual diancam menerima dana yg penjual diancam bergabung tiktok bla bla bla parah ga marketplace sebelah yg expedisi parah tokopedia semenjak dijajah tiktok selesai,negatif
"fitur Live dimatikan, tolong hidupkan lagi fitur Live tiktok, karenaitu sumber mata pencaharian kami",1,fitur live dimatikan tolong hidupkan fitur live tiktok karenaitu sumber mata pencaharian,negatif
"voucher pengguna baru gabisa di pake padahal masih aktif, pas tinggal pencet co malah muncul tulisan ""Oops, terjadi kendala. Transaksi tidak dapat di proses. (1)"" padahal kalo co ga pake voucher pengguna baru bisa, gimna sih kalo ga niat ngasih voucher pengguna baru, gausah aja sekalian",1,voucher pengguna gabisa pake aktif pas tinggal pencet co muncul tulisan oops kendala transaksi proses kalo co ga pake voucher pengguna gimna sih kalo ga niat ngasih voucher pengguna gausah aja,negatif
fine,5,fine,positif
aplikasi Tokopedia bagus!! tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya!! sehingga mendukung efisiensi anggaran yang tepat sasaran!! mendukung Indonesia maju!! berjuang tiada akhir !! 🙏🇲🇨❤️,5,aplikasi tokopedia bagus tingkat promo menarik harga barang murah berkualitas promo gratis ongkir nya mendukung efisiensi anggaran sasaran mendukung indonesia maju berjuang tiada,positif
ok banget harga harga bersaing,5,ok banget harga harga bersaing,positif
Kak kok gak bisa bayar ditempat ya,5,kak gak bayar ditempat ya,positif
Toped bikin blunder lagi dengan kerja sama dengan grabsend. Sistemnya ga ada foto di bukti pengiriman. Padahal driver grab ga seahli kurir perusahaan ekspedisi. Barang saya hilang dan sistem tokped bingung meresponnya!! Sistem sempat melimpahkan ke seller. Lah seller mah udah ngirim. Ini hilang di perjalanan. Tapi sistemnya kyk gamang. Ini tuh yg bener kejar driver nya. Nganternya ke mana?? Semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar. Ini ga ada.,1,toped bikin blunder kerja grabsend sistemnya ga foto bukti pengiriman driver grab ga seahli kurir perusahaan ekspedisi barang hilang sistem tokped bingung meresponnya sistem melimpahkan seller seller mah udah ngirim hilang perjalanan sistemnya kyk gamang tuh yg bener kejar driver nya nganternya ekspedisi sistem foto bukti diantar ga,negatif
"barang yang udah dimasukin keranjang tiba-tiba hilang. gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah...",1,barang udah dimasukin keranjang hilang gak cek transaksi kacau aplikasi error ui berubah update bikin gak nyaman sampah,negatif
"setelah update aplikasi malah otomatis keluar , gimana ini toped makin susah akses nya.",1,update aplikasi otomatis gimana toped susah akses nya,negatif
memudahkan bayar pake dana belanja di Tokopedia,5,memudahkan bayar pake dana belanja tokopedia,positif
Tokopedia mantap,5,tokopedia mantap,positif
okok,5,okok,positif
"dasar aplikasi Ini,kalau kasih turun harga mikir donk,saya beli tv box Xiaomi gen 3 dulu harganya 1,2juta ,sekarang malah harganya 800rb,bahkan di aplikasi Oren itu malah ada yang 600rb, ditambah lagi saya pas itu beli paylaytwr 6 bulan pula,jadi hampir1,5 juta,saya rugi hampir 1 juga karena paylater bunga terlalu banyak itu,kayak aplikasi Oren lah, bunga 0% malah,ini apa,sama pengguna lama bukannya di kasih promo,malah di naikin bunga,aduh topet topet,maaf aku berhenti jadi pelanggan topet 😡😡",2,dasar aplikasi kasih turun harga mikir donk beli tv box xiaomi gen harganya juta harganya rb aplikasi oren rb ditambah pas beli paylaytwr juta rugi paylater bunga kayak aplikasi oren bunga pengguna kasih promo naikin bunga aduh topet topet maaf berhenti pelanggan topet,negatif
Aplikasi sering error belakangan ini. Kualitas kurir banyak yg memprihatinkan.,2,aplikasi error kualitas kurir yg memprihatinkan,negatif
ok,5,ok,positif
"pengiriman sangat lama poll, sortir aja bisa sampai 2H, emang se rame apa sih aplikasi ini? ramean juga shope, tapi gak se lama ini",1,pengiriman poll sortir aja h emang rame sih aplikasi ramean shope gak,negatif
gaje,1,gaje,negatif
"gratis ongkirnya mna nih,masak klah sma toko sebelah",3,gratis ongkirnya mna nih masak klah sma toko sebelah,netral
kerajinan bgt minta update,3,kerajinan bgt update,netral
Respon pengaduan pelanggan LAMBAT!,1,respon pengaduan pelanggan lambat,negatif
Iklan elek,1,iklan elek,negatif
kedua kalinya saya kecewa sama toped. pesan pakai instant ga nyampe2 sampe malam. dicancel pun uang ga langsung kembali. nunggu konfirmasi penjual. kalau kek gini pembeli lagi yg dirugikan. padahal saya butuh BRG itu dihari yg sama. mending beli ke toko offline langsung. walau ebih mahal.,1,kalinya kecewa toped pesan pakai instant ga nyampe sampe malam dicancel uang ga langsung nunggu konfirmasi penjual kek gini pembeli yg dirugikan butuh brg dihari yg mending beli toko offline langsung ebih mahal,negatif
"tdk da opsi trf manual jdikn tokped hanya tuk orang kota yg signyal stabil, kami di daerah plosok gk bs pakai mobile banking, klo review bintang 2 gk bs mengulas toko n produk, entah bintang 3",3,tdk da opsi trf manual jdikn tokped tuk orang kota yg signyal stabil daerah plosok gk bs pakai mobile banking klo review bintang gk bs mengulas toko n produk bintang,netral
"Transaksi 1.300.000 lebih barang tidak sampai, liat keterangan di google penanganan investigasi maksimal 7 hari kerja, dan komplainku sudah di investigasi selama 1 bulan lebih 10 hari ngk kunjung di selesaikan, dan belom ada pengembalian dana sampai saat ini,.",1,transaksi barang liat keterangan google penanganan investigasi maksimal kerja komplainku investigasi ngk kunjung selesaikan belom pengembalian dana,negatif
"Bagus. Lebih baik kagi kakau sering ada promo , diskon atau flashsale.",5,bagus kagi kakau promo diskon flashsale,positif
saya kasi 5 bintang karna saya puas dengan aplikasi Tokopedia,5,kasi bintang karna puas aplikasi tokopedia,positif
"lemot banget, buka tab aja lelet",1,lemot banget buka tab aja lelet,negatif
1. JANGAN KERJASAMA DENGAN J&T. LELET BANGET KURIRNYA. 2. C.O jam 4 subuh sampai malah penjual masih proses. perbaiki donk.,2,kerjasama j t lelet banget kurirnya c o jam subuh penjual proses perbaiki donk,negatif
"jangan pernah pakai apk ini guys , komplain 3 hari , di eksekusi juga 3 hari",5,pakai apk guys komplain eksekusi,positif
hp saya android 5 kenapa gaj bisa dibuka? apa sudah gak support?,1,hp android gaj dibuka gak support,negatif
uwelll,5,uwelll,positif
barangnya mahal dan jelek aja pastinya,1,barangnya mahal jelek aja pastinya,negatif
bagus dan mudah d gunakan,5,bagus mudah d,positif
"PELAYANAN BURUK, TOKOPEDIA CARE TIDAK MEMBANTU DAN HANYA MAKAN GAJI BUTA",1,pelayanan buruk tokopedia care membantu makan gaji buta,negatif
"Tolong ditindak dan bila perlu dibanned tutup permanent saja para penjual yg ga jelas, review nya bermasalah, jual barang tidak sesuai deskripsi, deskripsi barang yg membingungkan, foto yg dipajang ga sesuai dan harga yg ga masuk akal, di chat ga response dan kalo transaksi status DIPROSES tapi ga ada update status yang jelas akhirnya dibatalkan system demi kenyamanan dan keamanan pembeli. para penjual nya diverifikasi dengan KTP,NPWP wajah dan alamat yg lengkap Biar ada efek jera.",2,tolong ditindak dibanned tutup permanent penjual yg ga review nya bermasalah jual barang sesuai deskripsi deskripsi barang yg membingungkan foto yg dipajang ga sesuai harga yg ga masuk akal chat ga response kalo transaksi status diproses ga update status dibatalkan system kenyamanan keamanan pembeli penjual nya diverifikasi ktp npwp wajah alamat yg lengkap biar efek jera,negatif
"sekarang udah banyak penipuan di tokopedia ,, tak seperti dulu yang bisa di percata",1,udah penipuan tokopedia percata,negatif
n ii.nlij.8nmbn.ibbhh.nbb.b mjmmj. bmnl jlnhnllj.l.jomnmmjmj..ljm.jmjmmjmjm.i h h nn nnn n n n nnnnbnhj hbnjm jmlnlijmmmm mnmmh h h j j jjjjln j lh hh n hmh hh h hhhmn mn hmbh h n,5,n ii nlij nmbn ibbhh nbb b mjmmj bmnl jlnhnllj l jomnmmjmj ljm jmjmmjmjm i h h nn nnn n n n nnnnbnhj hbnjm jmlnlijmmmm mnmmh h h j j jjjjln j lh hh n hmh hh h hhhmn mn hmbh h n,positif
ngbug ajg,2,ngbug ajg,negatif
aplikasi bagus,5,aplikasi bagus,positif
toko pedih tetap terbaik,5,toko pedih terbaik,positif
good job,5,good job,positif
masih ada seler bodong,4,seler bodong,positif
"percuma banyak promo tapi pengiriman sering terlambat, paket saya yg sudah di estimasikan datang di tanggal 25 malah GK datang datang sampai sekarang",3,promo pengiriman terlambat paket yg estimasikan tanggal gk,netral
"woi ini kenapasih tokped, udah mau chekout milih metode pembayaran, malah layar putih aja yg keluar lemot na ujubilah",1,woi kenapasih tokped udah chekout milih metode pembayaran layar putih aja yg lemot na ujubilah,negatif
Tokopedia mantap pengembalian dana mudah,5,tokopedia mantap pengembalian dana mudah,positif
"aplikasi melebihi software, berat banget gob**",1,aplikasi melebihi software berat banget gob,negatif
Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!,1,mengecewakan membeli barang cod transaksinya kendala sialan kau tau ku belanja tokopedia kau kendala transaksi mengecewakan,negatif
good 👍👍👍,5,good,positif
"Tolong kedepan lebih di perpanjang waktu otomatis pembatalan pesanannya sekitar 1 minggu aja,tanggung 2x24 jam.. Salahnya di penjual,lah ruginya kita nunggu barang ngak di respon penjual,di batalin malah ribet,yg salah siapa coba... mau beli di toko lain juga tidak bisa harus nunggu di setujui sama pihak penjual,lah kalo tidak di setujui dan tidak direspon makin lama nunggu nya,butuh cepat malah jadi lambat.",1,tolong kedepan perpanjang otomatis pembatalan pesanannya minggu aja tanggung x jam salahnya penjual ruginya nunggu barang ngak respon penjual batalin ribet yg salah coba beli toko nunggu setujui penjual kalo setujui direspon nunggu nya butuh cepat lambat,negatif
👍👍,5,,positif
"JGN MAU BELANJA DI SINI KARNA MENANGAN NYA PERIHAL PENGEMBALIAN BRG SANGAT SANGAT LAMA SEKALI,DAN CUSTOMER SERVICES SANGAT SANGAT TIDAK MENGHARGAI CUSTOMER ALIAS DI CUEKIN,,,,,,,,,,",1,jgn belanja karna menangan nya perihal pengembalian brg customer services menghargai customer alias cuekin,negatif
🤣,3,,netral
"ok lah, semuanya dilakukan simple dan mudah",5,ok simple mudah,positif
ngambil uang aja tambah rekening dan gak bisa. Tokopedia gabung sama tiktok bener2 hancur. ini gimana kok bisa gini. mau ambil uangku sendiri aja gak bisa terus. Tokopedia tolong jangan gabung sama tiktok.,1,ngambil uang aja rekening gak tokopedia gabung tiktok bener hancur gimana gini ambil uangku aja gak tokopedia tolong gabung tiktok,negatif
promo ngk sesuai,1,promo ngk sesuai,negatif
"Voucher PENGGUNABARU belum di berikan, jgn beralasan suruh pakai voucher lain. Karena semua voucher tidak bisa di pakai",1,voucher penggunabaru jgn beralasan suruh pakai voucher voucher pakai,negatif
saran saja lebih baik tutup tokopedia dari pada phk pekerja. jangan lungkiri tokopedia sudah bangkrut. fokus saja pafa tiktokshop.,5,saran tutup tokopedia phk pekerja lungkiri tokopedia bangkrut fokus pafa tiktokshop,positif
Mantap cepat sehat dan bergizi,5,mantap cepat sehat bergizi,positif
"Saya lebih suka belanja dengan pembayaran pakai paylater, jika paylaternya tidak bisa digunakan maka tidak belanja atau belanjanya jarang jarang.",5,suka belanja pembayaran pakai paylater paylaternya belanja belanjanya jarang jarang,positif
"pesanan dibatalkan, saldo refund ditahan gk bisa ditarik,mau tautkan rekening gk bisa, disuruh coba lagi, pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung kembali",1,pesanan dibatalkan saldo refund ditahan gk ditarik tautkan rekening gk disuruh coba pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung,negatif
tokopedia is already dead 👎🏼🤢🤮,1,tokopedia is already dead,negatif
susah mengkaitkan rekening gagal terus,3,susah mengkaitkan rekening gagal,netral
bagus,5,bagus,positif
aplikasinya friendly user. fiturnya lengkap. cara deposit juga mudah n cepat. mungkin bisa diperbaiki untuk cek history biar lebih bisa difilter per tgl.,5,aplikasinya friendly user fiturnya lengkap deposit mudah n cepat diperbaiki cek history biar difilter tgl,positif
baik,5,,positif
"Makin parah, mungkin karena sudah diakusisi y? pengiriman makin lambat, pilihan barang makin dikit, gak ada gratis2nya ato potongan ongkir. Silakan pertimbangkan sendiri.",3,parah diakusisi y pengiriman lambat pilihan barang dikit gak gratis nya ato potongan ongkir silakan pertimbangkan,netral
"HATI-HATI & pikir 2x kalo belanja melalui tokepd ya kawan. paket sy hilang karna jasa kirim tokped menggunakan pihak yg saling oper gudang.. sudah hampir 3 bulan sejak tengah Juni 2025 lhoo, GAK ADA KEJELASAN. cuman disuruh tunggu investigasi.. sampek event da selesai, paket gue belum nyampek juga.. gue beli di official. Bukankah ada batas waktu 1 bulan, jika paket tidak diterima customer maka otomatis pengembalian dana ke pembeli?!!!",1,hati hati pikir x kalo belanja tokepd ya kawan paket sy hilang karna jasa kirim tokped yg oper gudang juni lhoo gak kejelasan cuman disuruh tunggu investigasi sampek event da selesai paket gue nyampek gue beli official batas paket diterima customer otomatis pengembalian dana pembeli,negatif
