content,score
"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah",1
"Ya diupdate malah makin jelek, tombol tombol menu tagihan ga respon. udah force stop dan buka masih tetep gabisa.",1
mantep lah pokok ya,5
"Tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang, dan kadang juga melewati harga barang.contohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu ... mohon dong ongkir yang jangan terlalu mahal... dan masalah kurir nya juga, masa nganter nya gak nyampe di alamat sih, malah kita yg di suruh ambil di tempat pembongkaran barang nya.... mohon kebijakannya...",1
bagus,5
kebangetan sering updatenya,1
"mau cek ulasan perlu download lagi, mohon diperbaiki",4
J&T an***g. lewat estimasi berhari² gak punya tanggung jawabnya. dan gak mau ada ganti kerugian. Di Shopee lewat estimasi dapat 10.000,1
pas tambah alamat kok gak ada kolom kode pos? jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia,3
harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline. belanja udah 3 jutaan spare part lamban datang.,2
"pusing bos,,..",1
sangat membantu sekali,5
"Buruk, Menyelesaikan pembatalan harus menunggu lama, Toko xiaomi memakai sistem PEMAKSAAN Udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi",1
mantaps,5
keamanan privasi@?!?!,5
seneng belanja disini tapi suka eror suka gangguan,4
keren dan terbaik,5
agak lambat kerja di hp jadul,4
"makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu, kalah sama shopee",1
"aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale, taunya ga bisa d beli d gagalin terus. ini harga-harga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr",1
belanja murah cepat dan tepat waktu,5
kereeen,5
"Aplikasi ini paling sering update dibanding dengan aplikasi online lainnya, sangat menyebalkan!!!!",2
belum,5
Aplikasi buruk tidak bisa pembatalan pesanan,1
saya sangat suka belanja di tokopedia krn aman nyaman dan terpercaya.trmks,5
aplikasi buruk paket tidak tiba sesuai batas tanggal. kalo mau co mending di lazada,1
Jelek ga ada promonya,1
sangat sangat baik belanja d toko ini mantap,5
banyak pemberitahuan,1
mantap,5
Mantap,5
Update mulu.. kalo gak di update gak bisa di buka.. yang Oren aman aman aja,2
ok,4
bagus,5
mantap,5
"aplikasi dg pelayanan pengaduan terburuk. tidak ada cs hanya ada chat bot, yg isinya hanya gimick. disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut. kalah sama app orange shopee",1
"Aplikasi tidak kayak dulu gampang dibuka, agak lemot apalagi kalau buka gambar produk lama sekali...",3
aplikasi sangat tidak aman buat penjual juga buat pembeli.hati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya ..apliksi canti aman murah dan banyak gratis ongkur cuman shopi,1
Beli paket... udah nunggu nunggu... paketnya malah balik lagi ke penjual.... kurir gratisnya (ID exspress) mengecewakan...... Harusnya Tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini,1
banget oke,5
𝑻𝒐𝒌𝒐𝒑𝒆𝒅𝒊𝒂 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈 𝒃𝒖𝒓𝒖𝒌 𝒑𝒆𝒍𝒂𝒚𝒂𝒏𝒂𝒏 𝒏𝒚𝒂 𝒅𝒂𝒏 𝒃𝒂𝒏𝒚𝒂𝒌 𝒑𝒆𝒏𝒊𝒑𝒖...!! 𝒂𝒕𝒂𝒖 𝑻𝒐𝒌𝒐𝒑𝒆𝒅𝒊𝒂 𝒋𝒖𝒈𝒂 𝒊𝒌𝒖𝒕𝒂𝒏 𝒅𝒊 𝒌𝒂𝒔𝒊𝒉 𝒅𝒂𝒓𝒊 𝒉𝒂𝒔𝒊𝒍 𝒏𝒊𝒑𝒖 𝒑𝒂𝒓𝒂 𝒕𝒐𝒌𝒐 𝒚𝒂𝒏𝒈 𝒂𝒅𝒂 𝒅𝒊 𝑻𝒐𝒌𝒐𝒑𝒆𝒅𝒊𝒂...?? 𝒉𝒂𝒕𝒊 𝒉𝒂𝒕𝒊 𝒚𝒂𝒏𝒈 𝒎𝒂𝒖 𝒃𝒆𝒍𝒊 𝒃𝒂𝒓𝒂𝒏𝒈 𝒅𝒊 𝒕𝒐𝒌𝒐 𝒐𝒏𝒍𝒊𝒏𝒆 𝑻𝒐𝒌𝒐𝒑𝒆𝒅𝒊𝒂 𝒊𝒏𝒊...!! 𝒂𝒘𝒂𝒔𝒔𝒔 𝑩𝒂𝒚𝒆𝒓(𝒑𝒆𝒎𝒃𝒆𝒍𝒊) 𝒕𝒆𝒓𝒕𝒊𝒑𝒖 𝒐𝒍𝒆𝒉 𝒕𝒐𝒌𝒐 𝒐𝒏𝒍𝒊𝒏𝒆 𝒊𝒏𝒊....!! 𝒇𝒖𝒄𝒌...!!,1
Thx toped sdh Turut memajukan ecomerce indonesia.,5
reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt,1
"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia",2
"Bagaimana ToPed sekarang,Pengiriman barangnya Tidak Tepat Waktu,Menu Di Proses dan Di Kirim juga Tidak Ada Keterangannya, Parah. Sangat Tidak Recomended !!!!!!!",1
"ini knp menentukan titik lokasi maps nya ngaco dah, bolak balik kelempar ntah kmn, udah pakai GPS juga masih aja ngawur. kasian kurir nya Krn salah titik maps dan bisa berpotensi salah rumah",2
👇,2
"di bilangin update tkped pasti error dan malah fiturnya tambh rumit, admin ndablek....😩",3
pemotongan biaya dari hasil penjualan terlalu besar . lama lama rugi,2
MEMUDAHKAN SAYA UNTUK BELANJA ONLINE,5
"pengajuan komplain susah ribet ... pada hal jelas barang pembelian 3 yg dikirim 2 dan bukan barang yg dipesan,dan banyak toko penipu",1
makin gabung ama tiktok makin tolol...masak akun gw yg lagi proses transaksi malah tiba² keluar trus pas login ulang semua stts transaksi hilang...tolol banget,1
"cukup baik, dan masih lancar tanpa kendala",5
kecewa,1
baik,5
shopee nomor satu bankrut aja tokopedia,5
bagus,5
ok,5
Ok.. Bagus Hanya Saja Apk Ini Sangat Berat Jika Terlalu Lama Dipakai Dibandingkan Apk Lain.,4
banyak bug nya seperti gambar produk yang tidak ada padahal jaringan internet saya lancar tolong di perbaiki,1
lumayan,4
Mantap deh Tokopedia + Gopay sekarang ini.!! 👍😃,5
sangat mudah dan cepat,4
"kenapa semenjak tokopedia gabung ama tiktok, jualan makin sulit dan ribet, padahal dengan adanya Tokopedia sangat terbantu dan dipermudah, namun sejak gabung ama tiktok makin gak bisa jualan karena makin ribet, mending kembali seperti semula min.",4
bakk,5
toko pedia memang rekomen untuk belanja,5
TOPED SEKARANG BNYAK ERORNYA MENDING PINDAH SOPEE,1
bisa terbantu oleh Tokopedia,5
Update terus ya bund,5
ok lebih praktis,5
"sudah milih banyak produk lebih dari 10 produk mau di checkout tb tb ""masalah pada rumah tokopedia"". barang yg udh di cari cari lama ilang semua dari kranjang, terus seringkali udh co tb tb ilang juga karena masalah voucher ga berlaku. kalo ga berlaku ga usah di tampilin. barang lengkap tapi systemnya kurang oke.",1
so far Mantap,5
Event spin scam doang‼️,5
tiga dulu,3
"Dulu tokopedia sering banyak voucher dan diskon tapi sekarang malah banyak biaya"" Admin lain nya, sekarang jd mikir"" Dulu mau blanja di tokped",2
"saya membatalkan pembelanjaan, uang 2 juta belum bisa kembali, tidak ada nomor verifikasi WA atau SMS, b gagal terus dicoba berkali-kali",1
okay banget,5
ok,5
Nice... good jobs👍👌🤝,5
CFSnya tolol2 semua gak kasih solusi punya kupon disc tapi pas di lakukan pembayar ada perubahan mendadak kupon disc gak bisa di gunakan,1
memudahkan belanja,5
baik,5
"tolong diperbaiki lagi ekspedisi nya, masa paket ga jalan selama seminggu, komplain cs ga dibales apakah tanda"" akan bangkrut?",1
"kenapa PKB kendaraan bermotor tidak bisa digunakan, sudah lebih 2 bulan ini tidak bisa cek karena selalu salah input, tolong diperbaiki",4
mantap meennn,5
tokopedia maling.. kembalikan saldo saya..,1
mantap,5
aplikasi ga jelas,1
"Edan sekarang Tokopedia. Beli barang gak di kirim"", tanya penjual pihak kurir gak mau pick up. Dibatalkan penjual, sekarang malah saldo refund gak jelas. Udh 6jam+ belum sampai ke rek. Masa iya refund dana aja nunggu 24jam.",1
bagus dan sangat menarik pelanggan,5
"beli token listrik hanya di tokped. baru hari ini keterangan masih diproses lama sekali. coba chat ke cs, di suruh nunggu 4 jam sambil di cek berulang. itu bukan solusi sih. mending cs ditiadakan sekalian.",1
Oke juga Oke juga,5
oke sip,5
Berbelit² pengajuan nya,1
"tidak kalah dengan toko sebelah,barangnya fresh",5
Dulu saya membanggakan tokopedia. tapi skrg kalian sampah sejak gabung tiktok. gak bergunaa !!!,1
good bye Tokopedia. Pengajuan Pengembalian Repot.Padahal ajukan pengembalian karena barang ga sesuai. Padahal selama ini udah langganan belanja di Tokopedia. tapi pelayanan kalah sama shopee,1
Saya senang belanja di toko pedia. Apapun barang kita butuhkan ada. Kita belanja bisa belanja dengan mudah tampa harus keluar rumah,5
bagus,5
"Puas bgt belanja di tokopedia tolong bantuan nya dong sy mau bayar tagihan gopay pinjam di tokopedia kok gak bisa2 ya,error terus aplikasi nya knp ya?",5
"Fitur tanya di diskusi tidak bisa digunakan padahal sdh diupdate versi terbaru, 🤦",4
"Pelayanan sangat cepat dan akurat,",5
"Giliran harga mahal bisa beli. Waktu harga ada diskon, diskonnya hilang untung ga kepencet beli",1
downgrade masih bagus tokped yg dulu,1
"ini market place macam apa, buka website susah, topup gopay & perpanjang plus di aplikasi nga bisa kebuka muter terus..parah",1
ok,5
banyak boongnya tinggal nunggu ..gulung tikar aja ...bukan produk indonesia,2
bisa belanja pakai gopay coins tidak ??,2
terbaik pokoknya,5
"Estimasi tiba 1-3 hari Sampe seminggu ajah ga nyampe nyampe, Bukan dari 1 paket doang,",1
"mau retur ribet, sulit berbelit belit. terlalu berpihak sama penjual. nomer resi pengiriman retur barang tidak langsung keluar. rentan kehilangan barang returan",1
cuma satu kata : MUANTABS,5
Semoga dilancarkan,5
good job,5
Tokopedia terbaik dan terlengkap,5
semoga jadi tokoh yang terbaik.,5
sangat oke sekali,5
"Layan Refund ngak jelas, pengembalian paket sdh diterima oleh penjual lebih dari 24 jam.., sampai hari ini ngak jelas.. PARAH",1
"Sudah capek-capek cari barang, giliran mau check out ""Ada gangguan di Rumah Toped""",1
bagus recomended,5
Kenapa aplikasi tokopedis saya tidak bisa dibuka setelah saya up date aplikasi tokopedia ? Tolong dibantu. Terima kasih.,5
dari dulu belanja lewat app ini tp baru kali sy sangat kecewa banya toko yang bodong pengajuan komplain selalau bermasalah sampai batas waktu yg di tentukan jd selesai otomatis parah,1
Sulit mengajukan pengembalian dana .. sudah jelas alasannya kesalahan penjual.. jangan lagi pake aplikasi ini .. mending shoope,1
"Dulu ini menjadi aplikasi favorit saya, tp makin kesini makin buruk, pembatalan otomatis tidak berjalan sehingga saya hrs membatalkan secara manual, tp malah hrs nunggu 48 jam utk uang kembali, saya hrs menunggu respon dr penjual yg di chat aja gak ada responnya, cs juga jawabannya itu2 saja.",1
Ga lagi2 belanja ditokped now.. belanja 125.600 eh yg dateng cuma susu 4pcs seharga 8600 uda lama bgt datengnya blgnya 2jam sampe apaan 2hr sampenya.. akukan pengembalian dana lama bvt prosesnya.. gatau ini blm dibalik2in duit gua.. bikin nyesel dan ga lagi2 belanja disini,1
bye bye. sebulan ini udah capek gada tanggapan.,1
sangat mudah dan praktis dan harga terjangkau,5
"sekarang aplikasinya berat jika di gunakan, untuk gratis ongkirnya mahal masih lbh murahh di tokoo orange,,",1
"JANGAN MAU DOWNLOAD APLIKASI INI, PENUH DENGAN PENIPU SAMA KALAU SEKALINYA UDAH DI TIPU DARI PIHAK TOKOPEDIA GAK NGELAKUIN APA APA. MANA AKUN SAYA KENA NONAKTIFKAN MANDIRI GAK JELAS BGT KOCAK MAU DI AKTIFKAN KEMBALI NGGA BISA JELEK APLIKASI JELEK JANGAN DI DOWNLOAD MALESSS MALESS",1
"Checkout d tokped lalu d batalkan toko, dana masuk ke saldo refund d potong 1.000 pas mau tarik ke rek awal kena lg potongan 2.900. pdhl bukan saya yg cancel pesanan tp uang potong. bukan masalah nominalnya sih tp kok aturannya tolol ya?? yg salah siapa yg rugi siapa.",1
aplikasi yg bagus..ditambah gampang dan dipermudah cara pembelanjaannya..semoga banyak diskon yang lebih menguntungkan buat para konsumen...,5
kok gak bisa transaksi atau beli barang ya,1
ok,5
"Setelah diakuidisi tik tok apk ini bukannya maju justru kelihatan kemunduran, entah disengaja atau gimana sih....",1
Terry Putri RT RRR r ma Rufee diwee DC iy rrr r RT. dxDeddy Mizwar,4
"Masalah tokped selalu dari jasa ekspedisi nya yg super lama, apalagi kalo dapet kurir rekomendasi SAPX, katanya rekomendasi tpi di kasih yg super lama,bikin males belanja lg di sini, dan anehnya msh d pake aja ekspedisi yg udh tau banyak di komplen, apalagi bntar lg bulan puasa pasti banyak yg blanja online, hari biasa aja lama apalagi ntar pas orderan banyak, bukannya di perbaiki sistem ekspedisi nya sekarang mlah ada lg multi kurir yg bikin paket di oper sana sini yg bikin paket muter"" ga jls",1
"apps missing lots of features. no support....all bots. a loss-making company. was a unicorn, now just a corn",1
mantapszt..!!,5
ongkir lbh mahal dri barang yg dibeli 🤣😅😅,5
"sekarang Tokopedia tidak seperti dulu, banyak para penjual yang melakukan penipuan,, tolong ditindak/di blok saja meresahkan",3
mantap,5
ok sip aja,5
"ini gimana yah apk nya kok selalu realog padahal saya mau buka apk nya tapi malah realog berulang"" mohon di perbaiki lagi",5
Every stuff sent with good packaging 👍😊🙂,5
ngelek,5
"promonya ga gedhe kyk sblmnya. dmaklumi. tp skrng potongan 20 rb aja susah dptny. dulu tiap bln psti ada, skrng free ongkos kudu langganan plus sbulan yg hrgnya mcekek 150rb. amsyong",1
bagus,5
"Aplikasi Tokopedia sangat bagus,luar biasa",5
ok bagus,5
"pakai tokopedia seller sgt simpel, setelah gabung tiktok malah bikin bingung, info yg awalnya dipahami dgn mudah skrg dpt notif error terus, direfresh error,.....",1
akun Tokopedia saya kena moderasi/gak bisa buka kembali deh 😭😭 apakah saya melanggar peraturan ya 🤔 caranya bisa buka kembali GImana ya? 🤔 mungkin gak bisa,1
aplikasi aswy... ganggu orang lagi push rank udah nonaktif notifikasi masih aja muncul.. emang 🗿 nih aplikasi,4
sangat puas menggunakan aplikasi Tokopedia,5
semoga menjadi toko online terpercaya dan perbanyak lagi progam progam terbaru dan promonya,5
"tolong lah kak dibalikin tampilan yg dulu lagi, sekarang fiturnya membingungkan",3
"Sangat tidak rekomendasi belanja di sini, hadehhh, mesen dari tanggal sekian sampe sekarang blm dikirim kirim juga, beda sama apk sebelah, mesen jam sekian langsung dikirim besoknya, beda sama di sini, sangat tidak rekomendasi 🤗🤗🤗🤗🥰🥰🥰🙏🙏🙏 bintang 1, langsung ku hapus apknya, yang penting dananya sudah di refund haha that's so funny",1
sangat rekomendasi,5
padahal pengguna setia tokped tapi kali ini bener di bikin kesel sama Tokopedia care nya dana dibtahan tapi ga ngasih solusi dan ga mau bales chat....ga ngasih jawaban sama solusi mudah mudahan bintang 1 menjadi lebih baik lagi,1
sangat menyenangkan,3
error mulu,1
"Ancur tokped sekarang, search barang keluarnya ngacak ga spesifik berantakan keluar barangnya, yang di cari apa yang keluar campur campur jadi nyusahin , UI UX nya udah ga nyaman sama sekali !!!!!",1
dapetnya expedisi sampah trus,2
"aku sudah kasih rating tertinggi di Tokopedia ini.., tapi kok gak ada ya diskon 'n Nya.., mengecewakan namun bikin nagih.. di tunggu selalu diskon besar nya.. terimakasih developer Tokopedia Dan reseller dropship Tokopedia jaya selalu 😉",5
semoga bermanpaat,5
"sampai saat ini puas sekali,perbanyak bonus ya 👍👍👍",5
"sesekali banget ada pot 15 ribu, dipakai tuh voucher,orang rumah pada belanja lah di tokped, ga taunya. banyak banget toko atau penjual yang ga jelas ditokped, beli barang, ga dikirim kirim chat ga ada yang dibalas. pembatalan nunggu 2 hari, Angus dah voucher, ga dikasih lagi. percepat pembatalan belanjanya ditokped, biar seperti olshop lain. jujur saja, di tokped jarang saya belanja. pembatalan pesanan susah alias lama. expedisi dapatnya si lambat terus lama sampai.",2
good,5
aplikasi paling ribet dan menyusahkan bagi user khususnya penjual,1
ok,5
keren,5
"respon cs sangat lambat, bahkan terkesan sengaja menghambat hingga dana berhasil diambil penipu. padahal ada kasus penipuan dan pengambil alihan akun, dan kasus ini sudah segera dilaporkan dan pendapat nomer pengaduan, tetapi tindak lanjut berhari2 sampai lewat batas waktu dana berhasil ditarik penipu baru ada respon, itupun setelah dipancing2 sambil mengadukan nomer pengaduan yang dalam status proses",1
mantap,5
👍👍👍👍,5
bagus,5
Knp skrang di tokopedia harga barangnya mahal2 dan ongkirnya pun mahal gak kayak apk sebelah yg byk diskon barang dan juga free ongkir,1
"kocak anying ko bisa alamat kurang akurat, sama nomor telpon kecantum nomor lain padahal di akun udah ngetik nomor sendiri",1
aplikasi busuk setelah update malah gk bisa log in,1
"aplikasi tokopedia makin aneh, mau lihat transaksi yg belum dibayar tidak bisa, bagaimana cara bayarnya kalau disembunyikan info transaksinya",1
sering keluar kaun mulu dah ngeselin anjir,1
good,5
buruk,1
sangat membantu saya belanja,5
"banyak bug, lagi checkout tiba tiba gangguan, udah cape cape nyari barang, barang yng udah di masukin keranjang sbelumnya malah ga ada, udh terlanjur cape nyari barang, trakhir pake tokped dah kalo bgini, pegel pake tokped, dah lah, bikin emosi",1
